Submission ID,What is your age?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,How do you brew coffee at home?,How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,What else do you add to your coffee?,What kind of dairy do you add?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?","Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Education Level,Ethnicity/Race,Employment Status,Number of Children,Political Affiliation
xd0bKG,35-44 years old,1,At the office,,,,,Latte,,No - just black,,,Full Bodied,Somewhat strong,Medium,Full caffeine,7,Coffee B,Coffee D,Coffee B,I primarily work in person,$20-$40,,Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
ZdGb5v,18-24 years old,1,At home,"French press, Pour over",,,,Pourover,,No - just black,,,Caramalized,Medium,Medium,Full caffeine,4,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
aBjpNy,35-44 years old,2,At home,Espresso,,,,Americano,,No - just black,,,Full Bodied,Medium,Medium,Full caffeine,4,Coffee C,Coffee D,Coffee C,I primarily work in person,$80-$100,,Yes,No,$4-$6,$6-$8,No,"More than $1,000",No,Female,Master's degree,White/Caucasian,Employed full-time,2,Democrat
7dJ7L2,25-34 years old,3,"At home, At the office",Pour over,,,,Iced coffee,,No - just black,,,Fruity,Medium,Medium,Full caffeine,8,Coffee C,Coffee A,Coffee C,I do a mix of both,$40-$60,,Yes,Yes,More than $20,$8-$10,No,$50-$100,Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,No affiliation
ZdGb8A,25-34 years old,3,"At the office, At home","Pour over, Instant coffee, Coffee brewing machine (e.g. Mr. Coffee)",,,,Pourover,,No - just black,,,Chocolatey,Very strong,Medium,Full caffeine,5,Coffee C,Coffee A,Coffee C,I do a mix of both,$40-$60,,Yes,Yes,$8-$10,$8-$10,Yes,$300-$500,Yes,Male,Master's degree,White/Caucasian,Employed full-time,2,Independent
WAeaYN,25-34 years old,2,"At home, At the office, On the go","Pour over, Espresso",,"Specialty coffee shop, Local cafe",,Cortado,,No - just black,,,Fruity,Medium,Light,Full caffeine,7,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,1,Democrat
421lqd,25-34 years old,3,"At home, At a cafe, On the go","Pour over, Coffee brewing machine (e.g. Mr. Coffee)",,"Local cafe, Specialty coffee shop",,Pourover,,No - just black,,,Fruity,Medium,Nordic,Full caffeine,5,Coffee A,Coffee A,Coffee A,I do a mix of both,$60-$80,,Yes,Yes,$10-$15,$15-$20,No,$300-$500,Yes,Male,Master's degree,Hispanic/Latino,Employed full-time,1,Democrat
KMPrWM,25-34 years old,1,At home,Pour over,,,,Mocha,,No - just black,,,Fruity,Medium,Light,Full caffeine,6,Coffee A,Coffee D,Coffee D,I do a mix of both,$60-$80,,Yes,Yes,$6-$8,$10-$15,No,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
NA42jj,35-44 years old,2,At home,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew, Other",aeropress,,,Regular drip coffee,,No - just black,,,Fruity,Medium,Light,Full caffeine,7,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Non-binary,Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation
5dlaPZ,35-44 years old,1,At the office,,,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer",,Whole milk,Bold,Somewhat strong,Dark,Full caffeine,2,Coffee C,Coffee D,Coffee C,I primarily work in person,<$20,,Yes,No,$6-$8,$8-$10,Yes,Less than $20,Yes,Female,Master's degree,White/Caucasian,Employed full-time,None,Democrat
1rbQLl,35-44 years old,3,"At home, At a cafe","Pour over, Espresso",,,,Pourover,,No - just black,,,Sweet,Somewhat strong,Nordic,Full caffeine,8,Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,,Yes,Yes,$15-$20,$15-$20,No,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,3,No affiliation
VZ9WWj,25-34 years old,2,"At home, At the office, On the go","Pour over, Cold brew",,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Local cafe",,Pourover,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, No - just black",,Half and half,Full Bodied,Somewhat strong,Medium,Full caffeine,7,Coffee C,Coffee A,Coffee C,I primarily work in person,<$20,,Yes,Yes,$8-$10,$10-$15,No,$100-$300,Yes,Male,Some college or associate's degree,White/Caucasian,Employed full-time,None,No affiliation
J2VE7o,35-44 years old,3,"At home, At a cafe",Pour over,,,,Pourover,,No - just black,,,Fruity,Somewhat strong,Light,Full caffeine,7,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,No,Male,Master's degree,White/Caucasian,Employed full-time,None,Democrat
pL0prV,35-44 years old,Less than 1,"At a cafe, At home",Pour over,,,,Blended drink (e.g. Frappuccino),,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,"Whole milk, Oat milk",Sweet,Somewhat strong,Light,Full caffeine,5,Coffee A,Coffee A,Coffee A,I primarily work in person,<$20,,Yes,No,$4-$6,$4-$6,No,Less than $20,Yes,Female,Bachelor's degree,White/Caucasian,Employed part-time,3,No affiliation
8dJ4kr,25-34 years old,3,At home,Pour over,,,,Regular drip coffee,,No - just black,,,Full Bodied,Somewhat strong,Medium,Full caffeine,5,,,,,,,,,,,,,,,,,,,
8dJbO5,45-54 years old,1,At home,Pour over,,,,Pourover,,"Milk, dairy alternative, or coffee creamer",,Half and half,Nutty,Somewhat strong,Light,Full caffeine,5,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,,Yes,Yes,$4-$6,$8-$10,Yes,$100-$300,Yes,Female,Master's degree,White/Caucasian,Employed full-time,None,Independent
BGLWAQ,18-24 years old,Less than 1,At a cafe,,,,,Pourover,,"Milk, dairy alternative, or coffee creamer, Flavor syrup",,"Whole milk, Half and half",,,,,,,,,,,,,,,,,,,,,,,,
MArpbE,45-54 years old,4,At home,Other,Mocha Pot,,,Espresso,,"Milk, dairy alternative, or coffee creamer",,Almond milk,Bold,Very strong,Dark,Full caffeine,5,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,,Yes,No,$8-$10,$8-$10,Yes,$50-$100,Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,Democrat
EPB7JB,35-44 years old,2,At home,"Pour over, Espresso",,,,Pourover,,No - just black,,,Fruity,Somewhat strong,Light,Full caffeine,7,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,Yes,$6-$8,$8-$10,No,$500-$1000,Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,Democrat
bl2QVo,18-24 years old,2,"At home, At the office",French press,,,,Pourover,,No - just black,,,Caramalized,Somewhat strong,Medium,Full caffeine,6,Coffee B,Coffee A,Coffee B,I do a mix of both,$20-$40,,Yes,Yes,$10-$15,$10-$15,Yes,$50-$100,Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,Republican
1rbogO,35-44 years old,2,At home,"Pour over, Espresso",,,,Pourover,,No - just black,,,Bright,Somewhat strong,Light,Full caffeine,5,Coffee C,Coffee D,Coffee D,I primarily work from home,$60-$80,,Yes,Yes,$10-$15,More than $20,No,$500-$1000,Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,Democrat
ZdGrXv,25-34 years old,1,"At the office, At home","Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Other",Aeropress,,,Pourover,,No - just black,,,Floral,Medium,Light,Full caffeine,5,Coffee B,Coffee D,Coffee D,I do a mix of both,$20-$40,,Yes,Yes,$8-$10,$15-$20,Yes,$300-$500,Yes,Male,Master's degree,Asian/Pacific Islander,Employed full-time,None,No affiliation
5dlP0b,25-34 years old,3,"At home, On the go, At a cafe","Pour over, Espresso, Cold brew, French press",,Specialty coffee shop,,Pourover,,No - just black,,,Fruity,Very strong,Light,Full caffeine,7,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,,Yes,Yes,$10-$15,$10-$15,Yes,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation
yl0574,25-34 years old,2,"At home, At the office",Pour over,,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer",,Whole milk,Juicy,Somewhat strong,Light,Full caffeine,7,Coffee A,Coffee D,Coffee C,I do a mix of both,$40-$60,,Yes,Yes,$6-$8,$8-$10,Yes,$300-$500,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
7dJYrL,25-34 years old,3,At home,"Pour over, Espresso",,,,Pourover,,No - just black,,,Fruity,Somewhat strong,Light,Full caffeine,9,Coffee A,Coffee D,Coffee D,I primarily work from home,<$20,,Yes,Yes,$10-$15,$10-$15,No,"More than $1,000",Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,Democrat
pL0p0B,25-34 years old,Less than 1,At a cafe,,,,,Latte,,Other,water,,Nutty,Weak,Light,Decaf,2,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,Hydration (I water mine down a lot),Yes,No,$10-$15,$10-$15,Yes,Less than $20,No,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation
NA41kO,25-34 years old,1,At home,"Espresso, Pour over",,,,Espresso,,No - just black,,,Juicy,Somewhat strong,Light,Full caffeine,8,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,,Yes,Yes,$8-$10,$10-$15,No,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Independent
RzZ9Md,35-44 years old,2,"At home, At the office","Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer)",,,,Regular drip coffee,,"No - just black, Sugar or sweetener",,,Bold,Very strong,Dark,Full caffeine,6,Coffee C,Coffee A,Coffee C,I primarily work from home,$80-$100,,Yes,Yes,$10-$15,$15-$20,Yes,$300-$500,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
EPBVEB,25-34 years old,2,At home,Other,Aeropress,,,Regular drip coffee,,No - just black,,,Fruity,Somewhat strong,Light,Full caffeine,6,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,Yes,$8-$10,$10-$15,Yes,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
LdE2P1,35-44 years old,2,At the office,,,,,Espresso,,No - just black,,,Full Bodied,Very strong,Medium,Decaf,7,Coffee C,Coffee A,Coffee C,I primarily work in person,$20-$40,,Yes,Yes,$6-$8,More than $20,Yes,$300-$500,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,1,Independent
1rbav4,35-44 years old,2,"At home, At a cafe",Espresso,,,,Americano,,No - just black,,,Nutty,Medium,Light,Full caffeine,8,Coffee A,Coffee A,Coffee A,I primarily work in person,$80-$100,,Yes,Yes,$8-$10,$10-$15,Yes,"More than $1,000",Yes,Female,Master's degree,White/Caucasian,Employed full-time,1,Independent
YZoAkW,45-54 years old,2,At home,Bean-to-cup machine,,,,Espresso,,No - just black,,,Bold,Somewhat strong,Dark,Full caffeine,4,,,,,,,,,,,,,,,,,,,
zK06rZ,25-34 years old,2,"At home, On the go, At the office","Espresso, Other",Aeropress,"National chain (e.g. Starbucks, Dunkin)",,Mocha,,No - just black,,,Bright,Medium,Blonde,Full caffeine,6,Coffee A,Coffee A,Coffee A,I do a mix of both,,,Yes,No,$4-$6,$6-$8,Yes,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Independent
qbYlJg,35-44 years old,1,"At home, On the go","Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew, Pour over",,Specialty coffee shop,,Iced coffee,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Flavored coffee creamer,Bold,Very strong,Dark,Full caffeine,3,Coffee B,Coffee A,Coffee B,I primarily work from home,$60-$80,,Yes,No,$10-$15,$8-$10,No,"More than $1,000",Yes,Female,Master's degree,White/Caucasian,Unemployed,None,Democrat
24b6lD,25-34 years old,3,At home,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Pour over",,,,Latte,,"Milk, dairy alternative, or coffee creamer",,"Flavored coffee creamer, Coffee creamer",Caramalized,Medium,Light,Full caffeine,3,Coffee B,Coffee A,Coffee D,I primarily work from home,$60-$80,,Yes,Yes,$10-$15,$10-$15,Yes,$50-$100,Yes,Female,Bachelor's degree,White/Caucasian,Unemployed,2,Democrat
YZolB0,25-34 years old,Less than 1,"At home, At a cafe",Pour over,,,,Pourover,,No - just black,,,Fruity,Somewhat strong,Light,Full caffeine,4,Coffee A,Coffee D,Coffee D,I primarily work from home,<$20,,Yes,Yes,$6-$8,More than $20,No,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Independent
WAe71v,25-34 years old,1,At home,Other,Aeropress,,,Cortado,,No - just black,,,Full Bodied,Somewhat strong,Medium,Full caffeine,6,Coffee C,Coffee D,Coffee C,I primarily work in person,$20-$40,,Yes,Yes,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,Bachelor's degree,Other,Employed full-time,1,Democrat
5dlAod,35-44 years old,2,At home,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",,,,Pourover,,No - just black,,,Chocolatey,Somewhat strong,Medium,Full caffeine,7,Coffee C,Coffee D,Coffee C,I primarily work from home,$40-$60,,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Male,Master's degree,Other,Employed full-time,None,Democrat
J2V4BR,35-44 years old,1,"At home, At the office","Coffee brewing machine (e.g. Mr. Coffee), Pour over",,,,Cappuccino,,No - just black,,,Chocolatey,Medium,Dark,Full caffeine,1,Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,,Yes,Yes,$8-$10,$10-$15,Yes,"More than $1,000",Yes,Female,Bachelor's degree,Asian/Pacific Islander,Employed full-time,None,Democrat
6d1Bx5,25-34 years old,1,At home,"Espresso, French press, Other","Aeropress, Moka Pot",,,Cortado,,"Milk, dairy alternative, or coffee creamer",,Whole milk,Fruity,Somewhat strong,Medium,Full caffeine,6,Coffee B,Coffee D,Coffee D,I primarily work from home,$40-$60,,Yes,Yes,$6-$8,$8-$10,No,"More than $1,000",No,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation
aBjMgv,18-24 years old,1,At home,Espresso,,,,Latte,,"Milk, dairy alternative, or coffee creamer",,Whole milk,Full Bodied,Medium,Medium,Full caffeine,6,Coffee B,Coffee A,Coffee C,I do a mix of both,$20-$40,,Yes,No,$4-$6,$6-$8,No,$100-$300,Yes,Male,Master's degree,Asian/Pacific Islander,Employed full-time,None,Democrat
LdE2B1,35-44 years old,More than 4,"At home, At the office, On the go",Coffee brewing machine (e.g. Mr. Coffee),,"National chain (e.g. Starbucks, Dunkin)",,Americano,,"No - just black, Milk, dairy alternative, or coffee creamer",,Oat milk,Bright,Very strong,Medium,Full caffeine,6,Coffee B,Coffee A,Coffee B,I primarily work in person,>$100,,Yes,Yes,$10-$15,More than $20,Yes,$20-$50,Yes,Male,Some college or associate's degree,White/Caucasian,Employed full-time,None,Democrat
GroPMQ,25-34 years old,2,"At the office, At home, At a cafe, On the go","Pour over, Espresso",,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",,Pourover,,No - just black,,,Fruity,Medium,Light,Full caffeine,7,Coffee B,Coffee A,Coffee B,I do a mix of both,$40-$60,,Yes,Yes,$10-$15,$10-$15,Yes,"More than $1,000",Yes,Male,Doctorate or professional degree,White/Caucasian,Employed full-time,None,Democrat
8dJlOk,35-44 years old,1,At home,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",,,,Regular drip coffee,,No - just black,,,Chocolatey,Somewhat light,Medium,Full caffeine,3,Coffee C,Coffee D,Coffee C,I primarily work from home,$40-$60,,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Female,Some college or associate's degree,Asian/Pacific Islander,Homemaker,None,Democrat
421be5,25-34 years old,1,On the go,,,"National chain (e.g. Starbucks, Dunkin)",,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",,"Coffee creamer, Oat milk, Flavored coffee creamer",Caramalized,Medium,Medium,Full caffeine,1,Coffee A,Coffee D,Coffee D,,,,,,,,,,,,,,,,
yl0aKd,45-54 years old,1,At home,"Pour over, Other",Moka Pot,,,Cortado,,"Milk, dairy alternative, or coffee creamer",,Oat milk,Caramalized,Medium,Light,Full caffeine,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$80-$100,,Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Male,Doctorate or professional degree,White/Caucasian,Employed full-time,None,Democrat
NA4Zep,45-54 years old,3,At home,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",,,,Cortado,,No - just black,,,Sweet,Medium,Medium,Full caffeine,7,Coffee B,Coffee A,Coffee C,,,,,,,,,,,,,,,,
LdE2AJ,35-44 years old,1,At home,"Pour over, French press, Instant coffee, Other",Aeropress,,,Pourover,,No - just black,,,Fruity,Somewhat strong,Light,Full caffeine,5,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,,Yes,No,$4-$6,$6-$8,Yes,$100-$300,Yes,Male,Bachelor's degree,Asian/Pacific Islander,Employed full-time,2,
ZdG7oB,25-34 years old,3,"At home, At a cafe","Pour over, Espresso",,,,Cortado,,No - just black,,,Bright,Somewhat strong,Light,Full caffeine,7,Coffee B,Coffee D,Coffee D,I primarily work in person,$80-$100,,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,1,Independent
OAj2QY,35-44 years old,1,"At the office, At home","Pod/capsule machine (e.g. Keurig/Nespresso), French press",,,,Other,Immersion,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,"Oat milk, Half and half",Bold,Somewhat strong,Medium,Full caffeine,3,Coffee C,Coffee D,Coffee C,I do a mix of both,$20-$40,,Yes,No,$4-$6,$4-$6,No,$100-$300,Yes,Female,Some college or associate's degree,White/Caucasian,Employed full-time,None,Democrat
QAxZKY,55-64 years old,2,"At home, On the go",Coffee brewing machine (e.g. Mr. Coffee),,"Drive-thru, National chain (e.g. Starbucks, Dunkin)",,Latte,,"Milk, dairy alternative, or coffee creamer",,Skim milk,Sweet,Somewhat light,Blonde,Full caffeine,2,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,,Yes,No,$6-$8,$6-$8,No,Less than $20,No,Female,Master's degree,White/Caucasian,Retired,More than 3,Republican
VZ9eEj,25-34 years old,2,"At home, At the office, At a cafe",French press,,,,Espresso,,No - just black,,,Full Bodied,Somewhat strong,Medium,Full caffeine,4,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,,Yes,No,$8-$10,More than $20,Yes,$300-$500,Yes,Male,Some college or associate's degree,White/Caucasian,Employed full-time,None,Democrat
QAxZoX,25-34 years old,1,"At home, At a cafe","Pour over, French press, Cold brew",,,,Pourover,,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,"Whole milk, Flavored coffee creamer, Soy milk",Fruity,Somewhat strong,Light,Full caffeine,7,Coffee B,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,Yes,$6-$8,$8-$10,No,$500-$1000,Yes,Male,Some college or associate's degree,White/Caucasian,Student,None,Independent
24bWa9,18-24 years old,2,At home,Pour over,,,,Pourover,,No - just black,,,Fruity,Somewhat strong,Medium,Full caffeine,8,Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,,Yes,Yes,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,Bachelor's degree,Other,Unemployed,None,No affiliation
RzZNGK,>65 years old,2,At home,"Pour over, Espresso",,,,Other,Macchiato,No - just black,,,Chocolatey,Very strong,Medium,Full caffeine,8,Coffee B,Coffee A,Coffee B,,$40-$60,It's fun,Yes,Yes,$10-$15,$15-$20,Yes,"More than $1,000",Yes,Male,Doctorate or professional degree,White/Caucasian,Retired,2,Democrat
kY0o0j,25-34 years old,1,"At home, On the go, At a cafe",Pour over,,Specialty coffee shop,,Pourover,,No - just black,,,Floral,Somewhat strong,Light,Full caffeine,7,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,Yes,$10-$15,More than $20,Yes,$300-$500,Yes,Male,Bachelor's degree,Asian/Pacific Islander,Employed full-time,None,Democrat
EPBO42,25-34 years old,2,"At the office, At home","Coffee extract (e.g. Cometeer), Coffee brewing machine (e.g. Mr. Coffee)",,,,Iced coffee,,"Milk, dairy alternative, or coffee creamer",,"Half and half, Whole milk, Skim milk, Oat milk",Full Bodied,Somewhat strong,Medium,Full caffeine,3,Coffee C,Coffee D,Coffee C,I do a mix of both,$40-$60,,Yes,Yes,$6-$8,$6-$8,No,$100-$300,Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,Democrat
LdErgl,35-44 years old,4,At home,"Pour over, French press, Espresso",Espresso machine,,,Americano,,No - just black,,,Bright,Medium,Light,Full caffeine,7,Coffee B,Coffee D,Coffee D,I primarily work from home,>$100,,Yes,Yes,$6-$8,$6-$8,No,"More than $1,000",Yes,Female,Doctorate or professional degree,White/Caucasian,Employed full-time,2,Democrat
NA4j2B,55-64 years old,3,"At home, At the office",Pod/capsule machine (e.g. Keurig/Nespresso),,,,Espresso,,No - just black,,,Juicy,Very strong,Medium,Full caffeine,5,,,,,,,,,,,,,,,,,,,
dYZM4K,25-34 years old,2,At home,Pour over,,,,Pourover,,No - just black,,,Fruity,Somewhat light,Light,Full caffeine,9,Coffee A,Coffee D,Coffee C,I primarily work from home,$40-$60,,Yes,Yes,$6-$8,More than $20,No,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Independent
